id,popularity,original_title,cast,director,runtime,genres,production_companies,release_date,vote_count,vote_average,release_year,budget_adj,revenue_adj,profit_percentage
16072,0.469518,Gods and Generals,Stephen Lang|Jeff Daniels|Robert Duvall|Kevin Conway|C. Thomas Howell,Ronald F. Maxwell,214,Drama|History|War,Turner Pictures|Antietam Filmworks,2/21/03,23,5.8,2003,66379748.1078215,15319421.7186001,-0.7692154285714287
11859,0.577143,Fair Game,William Baldwin|Cindy Crawford|Steven Berkoff|Christopher McDonald|Miguel Sandoval,Andrew Sipes,91,Action|Thriller|Romance,Silver Pictures|Warner Bros.,11/3/95,26,4.1,1995,71548343.3553482,16505454.4164073,-0.7693104600000005
9039,0.445162,Trapped,Charlize Theron|Kevin Bacon|Courtney Love|Stuart Townsend|Dakota Fanning,Luis Mandoki,106,Action|Crime|Drama|Thriller,Senator Film Produktion|Propaganda Films|Colombia Pictures,9/20/02,72,5.8,2002,36367841.8086164,8385053.25343076,-0.7694376999999999
109729,0.510294999999999,The Canyons,Lindsay Lohan|Gus Van Sant|James Deen|Nolan Gerard Funk|Amanda Brooks,Paul Schrader,99,Thriller|Drama,Filmworks/FX|Prettybird|Post Empire Films|Sodium Fox,7/29/13,41,4.4,2013,234008.338185106,53190.0952694746,-0.7726999999999999
20533,1.023117,Jonah Hex,Josh Brolin|John Malkovich|Megan Fox|Michael Fassbender|Will Arnett,Jimmy Hayward,80,Action|Western|Drama|Fantasy|Thriller,Warner Bros.,6/18/10,252,4.4,2010,47000000.0,10539000.0,-0.7757659574468085
49010,0.567753,Hobo with a Shotgun,Rutger Hauer|Gregory Smith|Robb Wells|Brian Downey|Molly Dunsworth,Jason Eisener,86,Action|Comedy|Thriller,Rhombus Media|Yer Dead Productions|Telefilm Canada|Whizbang Films,5/6/11,84,5.8,2011,2908194.12777441,652063.654553068,-0.7757839999999997
8849,0.898601,Alfie,Jude Law|Marisa Tomei|Omar Epps|Jane Krakowski|RenÃ©e Taylor,Charles Shyer,103,Comedy,Paramount Pictures|Patalex Productions,10/22/04,140,5.4,2004,69266723.9887289,15464880.1547141,-0.7767343500000007
1441,0.92958,The Contract,Morgan Freeman|John Cusack|Alice Krige|Megan Dodds|Corey Johnson,Bruce Beresford,96,Drama|Action|Thriller|Crime,Nu Image Entertainment|3L Filmverleih,4/5/06,90,5.4,2006,27041728.9572893,6002398.49319159,-0.7780320000000001
9922,0.648088,The Postman,Kevin Costner|Will Patton|Olivia Williams|Larenz Tate|Tom Petty,Kevin Costner,177,Drama|Adventure,Tig Productions|Warner Bros.,12/25/97,148,6.1,1997,108676825.685767,23944539.4989319,-0.7796720749999986
58232,1.388994,Chalet Girl,Felicity Jones|Ed Westwick|Brooke Shields|Bill Nighy|Tamsin Egerton,Phil Traill,96,Comedy|Romance,UK Film Council|Prescience|Aegis Film Fund|Kaleidoscope Films,2/2/11,108,6.2,2011,7755184.34073177,1695920.19139794,-0.7813178750000009
73499,0.381174,The Double,Stephen Moyer|Topher Grace|Richard Gere|Stana Katic|Martin Sheen,Michael Brandt,98,Drama|Action|Thriller|Crime|Mystery,Industry Entertainment|Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Agent Two|Brandt/Haas Productions,10/27/11,133,5.9,2011,16479766.724055,3583120.06576396,-0.7825745882352939
14517,0.663397999999999,MirrorMask,Stephanie Leonidas|Jason Barry|Rob Brydon|Gina McKee|Dora Bryan,Dave McKean,101,Adventure|Fantasy|Drama|Science Fiction|Family,Destination Films,1/25/05,44,6.5,2005,4466253.15861797,968059.255567156,-0.7832502499999999
30194,0.277984,The Manhattan Project,John Lithgow|Christopher Collet|Cynthia Nixon|Jill Eikenberry|John Mahoney,Marshall Brickman,118,Science Fiction|Thriller,Gladden Entertainment,6/13/86,11,6.0,1986,35809315.3955188,7758685.00236242,-0.783333333333333
7351,0.281186,Julia,Tilda Swinton|Kate del Castillo|Aidan Gould|Bruno Bichir|Horacio Garcia Rojas,Erick Zonca,138,Drama,Le Bureau|Jaibol Films,2/9/08,10,7.1,2008,6076719.802855,1316622.62395191,-0.7833333333333344
244539,0.777096,Infinitely Polar Bear,Mark Ruffalo|Zoe Saldana|Imogene Wolodarsky|Ashley Aufderheide|Wallace Wolodarsky,Maya Forbes,87,Comedy|Drama,Paper Street Films|Bad Robot|Park Pictures|KGB Media,1/18/14,76,7.0,2014,6171310.04016878,1317763.51724144,-0.7864694029850751
2185,0.185041,Big Trouble,Tim Allen|Rene Russo|Patrick Warburton|Ben Foster|Zooey Deschanel,Barry Sonnenfeld,85,Action|Comedy|Thriller,Touchstone Pictures,4/5/02,35,6.2,2002,48490455.7448218,10296814.9286596,-0.7876527500000001
11933,0.764796,Nothing but Trouble,Chevy Chase|Dan Aykroyd|John Candy|Demi Moore|Valri Bromfield,Dan Aykroyd,94,Comedy|Adventure,Warner Bros.|Applied Action,2/14/91,36,5.3,1991,64043713.6772075,13576935.8733497,-0.7880051750000002
141,3.851009,Donnie Darko,Jake Gyllenhaal|Patrick Swayze|Drew Barrymore|Maggie Gyllenhaal|Holmes Osborne,Richard Kelly,113,Fantasy|Drama|Mystery,Pandora Cinema|Flower Films|Adam Fields Productions,1/18/01,1777,7.5,2001,7388928.70016306,1564632.74499809,-0.788246333333334
9770,0.761869999999999,Mad City,John Travolta|Dustin Hoffman|Mia Kirshner|Alan Alda|Robert Prosky,Costa-Gavras,114,Action|Drama|Thriller,Warner Bros.|Arnold Kopelson Productions,11/7/97,36,5.3,1997,67923016.0536048,14320240.7191688,-0.7891695400000013
34314,0.364359,Turbulence,Ray Liotta|Lauren Holly|Brendan Gleeson|HÃ©ctor Elizondo|Rachel Ticotin,Robert Butler,100,Action|Thriller|Crime,Metro-Goldwyn-Mayer (MGM)|Rysher Entertainment,1/9/97,23,5.3,1997,74715317.6589653,15576225.5859209,-0.7915256727272729
10533,0.307976,The Scarlet Letter,Demi Moore|Gary Oldman|Robert Duvall|Robert Prosky|Edward Hardwicke,Roland JoffÃ©,135,Drama|History|Romance,Hollywood Pictures|Cinergi Pictures Entertainment,10/13/95,61,5.3,1995,71548343.3553482,14856880.4178194,-0.7923518600000002
12412,0.359217,Miracle at St. Anna,Derek Luke|Michael Ealy|Laz Alonso|John Turturro|Valentina Cervi,Spike Lee,160,Thriller|Drama|Action|Crime|War,Rai Cinema|40 Acres & A Mule Filmworks|Touchstone Pictures|On My Own,9/15/08,51,6.3,2008,45575398.5214125,9443053.43826883,-0.7928037111111109
84165,0.383998,2 Days in New York,Julie Delpy|Dylan Baker|Chris Rock|Albert Delpy|Vincent Gallo,Julie Delpy,91,Comedy,Senator Film Produktion|TempÃªte Sous Un CrÃ¢ne Productions|Focus Films,3/28/12,60,5.3,2012,7597954.25081796,1570679.49454609,-0.7932760000000002
30128,0.190162,I Hope They Serve Beer in Hell,Matt Czuchry|Jesse Bradford|Marika Dominczyk|Traci Lords|Geoff Stults,Bob Gosse,106,Comedy|Drama,,9/25/09,11,5.6,2009,7114803.03887467,1452740.12409436,-0.7958144285714286
9746,0.660297,Kundun,Tenzin Thuthob Tsarong|Tencho Gyalpo|Tsewang Migyur Khangsar|Gyurme Tethong|Robert Lin,Martin Scorsese,134,Drama,Touchstone Pictures,12/25/97,34,7.1,1997,38036888.9900187,7722560.29016712,-0.7969718214285715
199373,0.784571,The Frozen Ground,Nicolas Cage|Vanessa Hudgens|John Cusack|Radha Mitchell|Jodi Lyn O'Keefe,Scott Walker,105,Thriller|Crime,Grindstone Entertainment Group|Cheetah Vision|K5 International|Paradox Entertainment|Emmett/Furla Films,7/18/13,304,6.2,2013,25478827.8615943,5145329.47437983,-0.7980547024246872
253414,0.689578999999999,Rock the Kasbah,Bill Murray|Zooey Deschanel|Bruce Willis|Kate Hudson|Taylor Kinney,Barry Levinson,100,Comedy|Music|War,Shangri-La Entertainment|QED International|Dune Films|Venture Forth,10/22/15,56,5.1,2015,13799993.9280026,2779009.65723575,-0.7986223999999991
3902,0.373385,I'm Not There.,Cate Blanchett|Heath Ledger|Julianne Moore|Ben Whishaw|Charlotte Gainsbourg,Todd Haynes,135,Drama|Music,Endgame Entertainment|Rising Star|Killer Films|John Wells Productions|Dreamachine,10/1/07,96,6.5,2007,21033371.6526309,4207853.25100731,-0.79994395
44629,0.554060999999999,Animal Kingdom,James Frecheville|Ben Mendelsohn|Joel Edgerton|Guy Pearce|Luke Ford,David MichÃ´d,113,Drama|Thriller|Crime,Porchlight Films,6/3/10,117,6.7,2010,5000000.0,1000000.0,-0.8
1496,0.363923,Cool as Ice,Vanilla Ice|Kristin Minter|Naomi Campbell|Deezer D|Kevin Hicks,David Kellogg,91,Drama|Action|Comedy|Music|Romance,Universal Pictures|Alive Films|Koppelmann/Bandier-Carnegie Pictures|Capella,10/18/91,14,3.9,1991,9606557.05158112,1910203.02817891,-0.8011563333333336
825,0.423925,Playing by Heart,Gillian Anderson|Ellen Burstyn|Sean Connery|Anthony Edwards|Angelina Jolie,Willard Carroll,121,Comedy|Drama|Romance,Miramax Films|Hyperion Pictures,12/30/98,20,6.7,1998,26753909.3815659,5310755.35248743,-0.8014960999999996
11863,0.407454,Jade,David Caruso|Linda Fiorentino|Chazz Palminteri|Michael Biehn|Richard Crenna,William Friedkin,95,Action|Thriller|Mystery|Romance,Paramount Pictures,10/13/95,22,5.4,1995,71548343.3553482,14097327.4976596,-0.8029678000000005
45649,0.619772,Rubber,Thomas F. Duffy|David Bowe|Stephen Spinella|Roxane Mesquida|Jack Plotnick,Quentin Dupieux,85,Comedy|Drama|Fantasy|Horror|Mystery,Canal+|Backup Films|Arte France|Arte France CinÃ©ma|Elle Driver,7/9/10,140,5.6,2010,500000.0,98017.0,-0.803966
19200,0.26744,Shadows and Fog,Woody Allen|Kathy Bates|John Cusack|Mia Farrow|Jodie Foster,Woody Allen,85,Thriller|Comedy,Orion Pictures,12/5/91,26,6.0,1991,22415299.7870226,4380159.32154651,-0.8045906428571429
9425,0.577579,Soldier,Kurt Russell|Jason Scott Lee|Jason Isaacs|Connie Nielsen|Sean Pertwee,Paul W.S. Anderson,99,Action|War|Science Fiction,Impact Pictures|Jerry Weintraub Productions|Warner Bros.|Morgan Creek Productions,10/23/98,94,5.8,1998,100327160.180872,19487391.0831627,-0.80576156
1946,0.501242,eXistenZ,Jennifer Jason Leigh|Jude Law|Ian Holm|Willem Dafoe|Don McKellar,David Cronenberg,97,Action|Thriller|Science Fiction|Horror,Alliance Atlantis Communications|Natural Nylon Entertainment|Serendipity Point Films|TÃ©lÃ©film Canada|The Harold Greenberg Fund,4/14/99,229,6.6,1999,19635792.6989148,3739586.97550016,-0.809552533333333
281,0.526485,Strange Days,Ralph Fiennes|Angela Bassett|Tom Sizemore|Juliette Lewis|Vincent D'Onofrio,Kathryn Bigelow,145,Crime|Drama|Science Fiction|Thriller,Lightstorm Entertainment,10/13/95,150,6.5,1995,60100608.4184925,11389481.7066626,-0.8104930714285723
11515,0.606808,Goya's Ghosts,Javier Bardem|Natalie Portman|Stellan SkarsgÃ¥rd|Randy Quaid|JosÃ© Luis GÃ³mez,MiloÅ¡ Forman,114,Drama,Kanzaman|The Saul Zaentz Company|Antena 3 TelevisiÃ³n|Xuxa Producciones S.L.,11/8/06,46,6.7,2006,54083457.9145786,10219698.9044097,-0.811038360000001
1408,0.981049,Cutthroat Island,Geena Davis|Matthew Modine|Frank Langella|Maury Chaykin|Patrick Malahide,Renny Harlin,119,Action|Adventure,Le Studio Canal+|Laurence Mark Productions|Metro-Goldwyn-Mayer (MGM)|Carolco Pictures,12/22/95,54,6.1,1995,140234752.976482,26497674.2495508,-0.8110477346938774
4858,0.726521,The Invasion,Nicole Kidman|Daniel Craig|Jeremy Northam|Jeffrey Wright|Jackson Bond,Oliver Hirschbiegel|James McTeigue,99,Science Fiction|Thriller,Village Roadshow Pictures|Vertigo Entertainment|Silver Pictures|Warner Bros.,8/17/07,156,5.4,2007,84133486.6105236,15850237.7664915,-0.8116060749999998
157845,1.052381,The Rover,Guy Pearce|Robert Pattinson|Scoot McNairy|Nash Edgerton|Anthony Hayes,David MichÃ´d,100,Crime|Drama,Porchlight Films|FilmNation Entertainment|Screen Australia|Screen NSW|Blue-Tongue Films,5/18/14,164,6.0,2014,11283365.3719503,2114293.58303497,-0.8126185306122441
9423,0.654013,Virus,Jamie Lee Curtis|William Baldwin|Donald Sutherland|Joanna Pacula|Marshall Bell,John Bruno,99,Horror|Action|Science Fiction,Universal Pictures|BBC Films|Dark Horse Entertainment|Toho-Towa|Mutual Film Company,1/14/99,60,4.9,1999,98178963.4945741,18340733.6272506,-0.8131908
48838,0.599676,London Boulevard,Keira Knightley|Colin Farrell|Anna Friel|Ray Winstone|Jamie Campbell Bower,William Monahan,103,Drama|Crime,GK Films|Henceforth|Projection Pictures|London Boulevard,11/10/10,151,5.5,2010,25000000.0,4644108.0,-0.81423568
182,0.437529,The Good German,George Clooney|Cate Blanchett|Tobey Maguire|Tony Curran|Leland Orser,Steven Soderbergh,108,War|Crime|Drama|Mystery|Romance,Warner Bros.|Section Eight Productions|Sunset Gower Studios,12/8/06,46,5.8,2006,34613413.0653303,6397973.55773209,-0.8151591249999999
73937,1.038162,The Big Year,Owen Wilson|Steve Martin|Jack Black|Rashida Jones|Jim Parsons,David Frankel,100,Comedy,Ingenious Media|Dune Entertainment|Fox 2000 Pictures|Deuce Three Productions|Sunswept Entertainment,10/14/11,152,5.4,2011,39745319.7462503,7220449.83946768,-0.8183320731707314
232175,0.384555,Gimme Shelter,Vanessa Hudgens|Rosario Dawson|Brendan Fraser|Stephanie Szostak|James Earl Jones,Ron Krauss,101,Drama,Day Twenty- Eight Films|Rishon Films,10/17/13,55,6.4,2013,7020250.14555318,1272921.11672523,-0.8186786666666667
12610,0.439101,Osmosis Jones,Chris Rock|Laurence Fishburne|David Hyde Pierce|Brandy Norwood|Bill Murray,Bobby Farrelly|Peter Farrelly,95,Adventure|Animation|Action|Comedy|Family,Conundrum Entertainment|Warner Bros. Animation|Warner Bros.,8/7/01,128,5.6,2001,92361608.7520382,16744434.3202438,-0.8187078533333332
49852,0.764791,The Nutcracker: The Untold Story,Nathan Lane|John Turturro|Frances de la Tour|Elle Fanning|Jonny Coyne,Andrei Konchalovsky,110,Fantasy|Action|Family,Vnesheconombank|Nutcracker Holdings|HCC Media Group|Russian Roulette Ltd.,11/24/10,28,5.8,2010,90000000.0,16178959.0,-0.8202337888888889
3877,0.408767,Things We Lost in the Fire,Halle Berry|Benicio del Toro|David Duchovny|Alison Lohman|Sarah Dubrovsky,Susanne Bier,113,Drama,DreamWorks SKG|Neal Street Productions|DreamWorks Pictures|Province of British Columbia Production Services Tax Credit,9/26/07,40,6.5,2007,16826697.3221047,2996353.128856,-0.8219286250000001
10733,0.94856,The Alamo,Dennis Quaid|Billy Bob Thornton|Jason Patric|Patrick Wilson|Emilio EchevarrÃ­a,John Lee Hancock,137,Western|History|War,Imagine Entertainment|Touchstone Pictures,4/7/04,60,5.9,2004,167394582.972761,29807735.199779,-0.8219313034482758
127373,0.230595,What Maisie Knew,Alexander SkarsgÃ¥rd|Julianne Moore|Steve Coogan|Onata Aprile|Joanna Vanderham,Scott McGehee|David Siegel,93,Drama,Image Entertainment|120dB Films|10th Hole Productions|Dreambridge Films|Red Crown Productions,5/2/13,98,7.5,2013,5616200.11644254,998252.425730433,-0.822254833333333
283235,0.661471,99 Homes,Andrew Garfield|Laura Dern|Michael Shannon|Tim Guinee|J.D. Evermore,Ramin Bahrani,112,Drama,Imagenation Abu Dhabi FZ|Hyde Park Entertainment|Broad Green Pictures|Noruz Films,9/25/15,121,6.8,2015,7359996.76160142,1298972.2684522,-0.8235091250000002
55720,0.524684,A Better Life,DemiÃ¡n Bichir|JosÃ© JuliÃ¡n|Chelsea Rendon|Dolores Heredia|JoaquÃ­n Cosio,Chris Weitz,98,Drama,Summit Entertainment|Witt/Thomas Productions|Depth of Field|McLaughlin Films|Lime Orchard Productions,6/24/11,27,6.6,2011,9693980.42591472,1705415.44522513,-0.8240748000000002
25137,0.363832,Beyond a Reasonable Doubt,Michael Douglas|Jesse Metcalfe|Amber Tamblyn|Joel David Moore|Orlando Jones,Peter Hyams,105,Drama,Aramid Entertainment Fund|Autonomous Films|RKO Pictures|Foresight Unlimited|Signature Entertainment,2/5/09,42,5.6,2009,25410010.8531238,4460537.3383847,-0.8244574800000001
10871,0.206863,Switchback,Dennis Quaid|Danny Glover|R. Lee Ermey|Claudia Stedelin|Brent Hinkley,Jeb Stuart,118,Action|Adventure|Mystery|Thriller,Paramount Pictures|Pacific Western|Rysher Entertainment,10/31/97,20,5.7,1997,50263031.8796675,8805804.70095194,-0.8248055405405402
10153,1.152417,Sphere,Dustin Hoffman|Sharon Stone|Samuel L. Jackson|Peter Coyote|Liev Schreiber,Barry Levinson,134,Science Fiction,Punch Productions|Warner Bros.|Baltimore Pictures|Constant c Productions,2/13/98,238,5.6,1998,100327160.180872,17523810.6449257,-0.8253333333333328
32985,0.395616,Solomon Kane,James Purefoy|Pete Postlethwaite|Alice Krige|Mackenzie Crook|Max von Sydow,Michael J. Bassett,104,Adventure|Fantasy|Action|Science Fiction,Davis-Films|Czech Anglo Productions|Wandering Star Pictures,9/16/09,230,5.5,2009,45738019.5356229,7938087.39051588,-0.8264444444444446
70074,1.319947,Bullet to the Head,Sylvester Stallone|Sung Kang|Sarah Shahi|Adewale Akinnuoye-Agbaje|Jason Momoa,Walter Hill,92,Action|Crime|Thriller,Dark Castle Entertainment|After Dark Films|IM Global|Automatik Entertainment|Silver Reel,1/31/13,347,5.2,2013,51481834.4007233,8882796.45580331,-0.8274576545454544
1717,0.928134,All the King's Men,Sean Penn|Jude Law|Kate Winslet|James Gandolfini|Patricia Clarkson,Steven Zaillian,125,Drama|Thriller,Columbia Pictures Corporation|Rising Star|Relativity Media|Phoenix Pictures|VIP 4 Medienfonds,9/10/06,51,5.4,2006,59491803.7060365,10222743.8030903,-0.82816550909091
286521,0.548656,5 Flights Up,Morgan Freeman|Diane Keaton|Carrie Preston|Cynthia Nixon|Alysia Reiner,Richard Loncraine,92,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,9/5/14,56,5.9,2014,5526546.30462875,940361.196644649,-0.8298464999999998
8842,0.250878,Against the Ropes,Meg Ryan|Tony Shalhoub|Joe Cortese|Kerry Washington|Omar Epps,Charles S. Dutton,106,Romance|Drama,Paramount Pictures|Cort/Madden Productions|ATR Films|MMP Erste Filmproduktions|Moviemakers Productions (MMP),2/20/04,16,4.8,2004,45023370.5926737,7635825.11906949,-0.8304030769230768
290764,2.026651,Tracers,Marie Avgeropoulos|Taylor Lautner|Adam Rayner|Rafi Gavron|Sam Medina,Daniel Benmayor,94,Action|Crime|Drama,Temple Hill Entertainment|Senator Film|Freerunning|Melbarken|Saban Films,1/15/15,326,5.9,2015,10119995.5472019,1714249.04573042,-0.8306077272727264
13483,1.142781,Awake,Hayden Christensen|Jessica Alba|Terrence Howard|Lena Olin|Charlie Hewson,Joby Harold,84,Thriller|Crime|Mystery,The Weinstein Company|Open City Films|GreeneStreet Films,11/28/07,229,6.3,2007,90443498.1063129,15116500.1647438,-0.8328625000000008
8066,0.661473,Stay,Ewan McGregor|Ryan Gosling|Naomi Watts|Kate Burton|Elizabeth Reaser,Marc Forster,99,Mystery|Thriller|Drama,20th Century Fox|Regency Enterprises,9/24/05,162,6.4,2005,55828164.4827247,9314518.34865202,-0.8331573600000001
6552,0.323791,Idle Hands,Devon Sawa|Seth Green|Jessica Alba|Vivica A. Fox|Christopher Hart,Rodman Flender|Christian P. Della Penna,92,Thriller|Comedy|Horror,Columbia Pictures Corporation|Team Todd|Licht/Mueller Film Corporation,4/30/99,83,6.1,1999,32726321.164858,5435488.50121434,-0.8339107999999997
13185,0.461865,Kidulthood,Aml Ameen|Red Madrell|Noel Clarke|Adam Deacon|Jaime Winstone,Menhaj Huda,89,Drama,Cipher Films|Stealth Films Limited|TMC Films,3/3/06,25,6.5,2006,1075179.14334182,178475.411118109,-0.8340040241448692
39800,0.713022,Life During Wartime,Ally Sheedy|Paul Reubens|Shirley Henderson|Allison Janney|Michael Kenneth Williams,Todd Solondz,97,Comedy|Drama,Werc Werk Works,10/10/09,11,5.1,2009,4573801.95356229,757031.305743211,-0.8344853333333334
10384,0.38535,Supernova,James Spader|Angela Bassett|Robert Forster|Lou Diamond Phillips|Peter Facinelli,Walter Hill|Jack Sholder,91,Science Fiction,United Artists|Metro-Goldwyn-Mayer (MGM)|Hammerhead Productions|Screenland Pictures,1/14/00,42,4.7,2000,113966290.290882,18776682.0411413,-0.8352435444444439
29076,0.203554,Gun Shy,Sandra Bullock|Liam Neeson|Oliver Platt|JosÃ© ZÃºÃ±iga|Michael DeLorenzo,Eric Blakeney,101,Action|Comedy|Romance|Thriller,Hollywood Pictures|Fortis Films,2/4/00,10,5.1,2000,12662921.1434313,2066384.85757759,-0.8368160999999991
87516,1.064357,Oldboy,Josh Brolin|Elizabeth Olsen|Samuel L. Jackson|Sharlto Copley|Lance Reddick,Spike Lee,104,Drama|Thriller|Mystery|Action,Vertigo Entertainment|40 Acres & A Mule Filmworks|Good Universe|OB Productions,11/14/13,403,6.0,2013,28081000.5822127,4550078.72040496,-0.8379659333333332
2162,0.393985,Chill Factor,Cuba Gooding Jr.|Skeet Ulrich|Peter Firth|David Paymer|Daniel Hugh Kelly,Hugh Johnson,101,Action|Comedy|Thriller,Warner Bros.|Morgan Creek Productions,9/1/99,16,5.4,1999,91633699.2616025,14745126.7562416,-0.8390862000000006
77805,0.765495,Lovelace,Amanda Seyfried|Peter Sarsgaard|Hank Azaria|Adam Brody|James Franco,Rob Epstein|Jeffrey Friedman,92,Drama,Helios-Filmproduktion|Animus Films|Millennium Films,8/8/13,147,6.0,2013,9360333.52740424,1484157.63550486,-0.8414418000000007
49763,0.099873,Bad Moon,Mariel Hemingway|Michael ParÃ©|Mason Gamble|Hrothgar Mathews|Ken Pogue,Eric Red,80,Horror,Morgan Creek Productions,11/1/96,12,6.0,1996,9731517.17272177,1529238.41285627,-0.8428571428571437
14125,0.49765,Captivity,Elisha Cuthbert|Daniel Gillies|Pruitt Taylor Vince|Laz Alonso|Chrysta Olson,Roland JoffÃ©,96,Crime|Horror|Thriller,Foresight Unlimited|RAMCO|Captivity Productions,6/22/07,64,4.5,2007,17878365.9047362,2762523.03285654,-0.8454823529411761
1492,0.782091,1492: Conquest of Paradise,GÃ©rard Depardieu|Armand Assante|Sigourney Weaver|Loren Dean|Ãngela Molina,Ridley Scott,154,Action|Adventure|Drama|History,Paramount Pictures|Gaumont|France 3 CinÃ©ma|ABC Pictures|LÃ©gende Entreprises,10/9/92,81,6.1,1992,73039139.9656809,11175608.4704267,-0.8469915106382987
52036,0.371487,The Company,Neve Campbell|Malcolm McDowell|James Franco|Barbara E. Robertson|William Dick,Robert Altman,112,Drama|Thriller,Sony Pictures Classics,9/10/03,12,4.9,2003,17780289.6717379,2704482.81404614,-0.8478943333333333
264656,0.870104,The Homesman,Hilary Swank|Tommy Lee Jones|Grace Gummer|Meryl Streep|Miranda Otto,Tommy Lee Jones,122,Western|Drama,The Javelina Film Company|EuropaCorp|Ithaca Pictures,5/18/14,150,6.2,2014,14737456.8123433,2238241.12137308,-0.8481256875000001
242095,1.319416,The Signal,Brenton Thwaites|Laurence Fishburne|Olivia Cooke|Lin Shaye|Beau Knapp,William Eubank,95,Thriller|Science Fiction,Automatik Entertainment|Low Spark Films,3/15/14,400,5.8,2014,3684364.20308583,553479.928044367,-0.8497759999999996
5185,0.429246,The Private Life of Sherlock Holmes,Robert Stephens|Colin Blakely|GeneviÃ¨ve Page|Christopher Lee|Tamara Toumanova,Billy Wilder,125,Adventure|Comedy|Crime|Mystery|Romance,The Mirisch Production Company|Mirisch Films|Sir Nigel Films,10/29/70,21,6.7,1970,56163683.4390146,8424552.5158522,-0.8499999999999999
14064,0.187319,Ten Canoes,Crusoe Kurddal|Jamie Gulpilil|Richard Birrinbirrin|David Gulpilil|Peter Minygululu ,Rolf de Heer|Peter Djigirr,90,Adventure|Comedy|Drama,Fandango|Vertigo Productions|SBS Independent|Adelaide Film Festival,6/29/06,12,5.9,2006,2163338.31658314,324500.747487471,-0.85
1415,0.438475,Party Monster,Seth Green|Macaulay Culkin|ChloÃ« Sevigny|Diana Scarwid|Marilyn Manson,Fenton Bailey|Randy Barbato,98,Comedy|Drama|Crime,ContentFilm,9/5/03,25,5.6,2003,5926763.22391264,880596.10910365,-0.8514204000000001
11633,0.845493,ã‚¢ãƒƒãƒ—ãƒ«ã‚·ãƒ¼ãƒ‰,Ai Kobayashi|JÅ«rÅta Kosugi|Yuki Matsuoka|Asumi Miwa|Mami Koyama,Shinji Aramaki,101,Animation|Action|Science Fiction,Toho Company|Tokyo Broadcasting System (TBS)|Appleseed Film Partners|Digital Frontier|Geneon Entertainment,4/17/04,77,6.7,2004,11544453.9981214,1687786.47562596,-0.8538010999999992
26178,0.140026,Razorback,Gregory Harrison|Arkie Whiteley|Bill Kerr|Chris Haywood|David Argue,Russell Mulcahy,95,Horror,McElroy & McElroy|UAA Films|Western Film Productions,4/19/84,13,5.6,1984,11544731.2155678,1681332.67339451,-0.8543636363636363
14324,0.346282,Virgin Territory,Ryan Cartwright|Hayden Christensen|Mischa Barton|Jay Villiers|Simone Spinazze,David Leland,93,Adventure|Action|Comedy|Romance,Ingenious Film Partners|Dino de Laurentiis Cinematografica|Dino De Laurentiis Company|Zephyr Films|Red Lion Sarl,12/17/07,45,4.5,2007,39963406.1399987,5690314.73180505,-0.8576118684210526
54648,0.18332,The Pebble and the Penguin,Martin Short|Annie Golden|Jim Belushi|Tim Curry|Alissa King,Don Bluth|Gary Goldman,74,Animation|Adventure|Family,,4/11/95,11,4.8,1995,40067072.278995,5700846.07346984,-0.8577174285714286
43937,0.182881,Like Dandelion Dust,Mira Sorvino|Barry Pepper|Cole Hauser|Kate Levering,Jon Gunn,100,Drama|Family,,2/5/09,11,7.0,2009,2541001.08531238,358596.237163624,-0.858876
10529,0.749838,Outlander,Jim Caviezel|Sophia Myles|Jack Huston|Ron Perlman|John Hurt,Howard McCain,115,Fantasy|Action|Science Fiction,Ascendant Pictures|Rising Star|VIP Medienfonds 4|Virtual Films|Outlander Productions,4/24/08,167,6.0,2008,50639331.6904583,7123620.12885076,-0.85932634
101173,0.597001,Coriolanus,Gerard Butler|Ralph Fiennes|Lubna Azabal|Ashraf Barhom|Jessica Chastain,Ralph Fiennes,123,Drama|Thriller,BBC Films|Synchronistic Pictures|Icon Entertainment International|Lipsync Productions|Atlantic Swiss Productions,2/14/11,76,5.7,2011,7464364.92795433,1039778.27927969,-0.8607010389610399
1689,0.321865,Little Buddha,Keanu Reeves|Bridget Fonda|Chris Isaak|Ruocheng Ying|Alex Wiesendanger,Bernardo Bertolucci,140,Drama|History,Miramax Films,12/1/93,33,5.8,1993,52831448.6594548,7333214.890257,-0.8611960285714286
157544,0.669351,The Vatican Tapes,Olivia Taylor Dudley|Michael PeÃ±a|Djimon Hounsou|Dougray Scott|Peter Andersson,Mark Neveldine,91,Thriller|Horror,Lakeshore Entertainment|Lionsgate|H2F Entertainment|Pantelion Films,7/24/15,164,4.5,2015,11959994.7376023,1641981.23752825,-0.8627105384615388
38448,0.710966,Ondine,Colin Farrell|Alicja Bachleda-CuruÅ›|Dervla Kirwan|Alison Barry|Marion O'Dwyer,Neil Jordan,111,Drama|Romance,Octagon Films|Irish Film Board|Wayfare Entertainment|Little Wave Productions|Start Motion Pictures,9/14/09,36,6.2,2009,12196805.2094994,1671729.69602918,-0.8629370833333334
