id,popularity,original_title,genres,release_year
327029,0.138353,Power/Rangers,Science Fiction,2015
249916,0.138068,Appropriate Behavior,Romance,2015
249916,0.138068,Appropriate Behavior,Comedy,2015
249916,0.138068,Appropriate Behavior,Drama,2015
331161,0.236145,See You In Valhalla,Drama,2015
331161,0.236145,See You In Valhalla,Comedy,2015
339065,0.137772,The True Cost,Documentary,2015
244563,0.137133,"Kumiko, the Treasure Hunter",Drama,2015
360605,0.136098,Invisible Sister,Fantasy,2015
360605,0.136098,Invisible Sister,Adventure,2015
360605,0.136098,Invisible Sister,Comedy,2015
315855,0.135554,The Forbidden Room,Romance,2015
315855,0.135554,The Forbidden Room,Comedy,2015
315855,0.135554,The Forbidden Room,Drama,2015
315855,0.135554,The Forbidden Room,Mystery,2015
319152,0.135074,Finders Keepers,Documentary,2015
369058,0.133921,Merry Kissmas,Romance,2015
369058,0.133921,Merry Kissmas,TV Movie,2015
347762,0.131739,Most Likely to Die,Horror,2015
325113,0.129104,A Girl Like Her,Drama,2015
336167,0.127432,Private Number,Mystery,2015
336167,0.127432,Private Number,Horror,2015
336167,0.127432,Private Number,Thriller,2015
320996,0.126594,Iliza Shlesinger: Freezing Hot,Comedy,2015
312797,0.126187,The Barber,Thriller,2015
312804,0.124784,James White,Drama,2015
339751,0.124481,Hitchcock/Truffaut,Documentary,2015
333350,0.122543,A Faster Horse,Documentary,2015
351043,0.137954,Amnesiac,Thriller,2015
351043,0.137954,Amnesiac,Mystery,2015
351043,0.137954,Amnesiac,Drama,2015
351043,0.137954,Amnesiac,Horror,2015
224972,0.114264,The Mask You Live In,Documentary,2015
295595,0.11303,Soaked in Bleach,Music,2015
295595,0.11303,Soaked in Bleach,Drama,2015
295595,0.11303,Soaked in Bleach,Documentary,2015
295595,0.11303,Soaked in Bleach,Crime,2015
371758,0.112284,And Then There Were None,Mystery,2015
371758,0.112284,And Then There Were None,Drama,2015
317981,0.11096,Bloodsucking Bastards,Comedy,2015
317981,0.11096,Bloodsucking Bastards,Horror,2015
309889,0.110431,The Culling,Horror,2015
309889,0.110431,The Culling,Thriller,2015
333103,0.110135999999999,Comedy Central Roast of Justin Bieber,Comedy,2015
263105,0.11004,Boy Meets Girl,Drama,2015
263105,0.11004,Boy Meets Girl,Romance,2015
263105,0.11004,Boy Meets Girl,Comedy,2015
319076,0.109689,Listen to Me Marlon,Documentary,2015
309063,0.138559,The Ouija Experiment 2: Theatre of Death,Horror,2015
278247,0.10808,Walt Before Mickey,Drama,2015
355131,0.108072,Sense8: Creating the World,Documentary,2015
355131,0.108072,Sense8: Creating the World,Science Fiction,2015
332839,0.106757,Big Sky,Thriller,2015
332839,0.106757,Big Sky,Drama,2015
367215,0.106091,The Fear of 13,Thriller,2015
367215,0.106091,The Fear of 13,Documentary,2015
261860,0.213957,Dior and I,Documentary,2015
362434,0.101543,Ominous,Horror,2015
371759,0.068741,Doctor Who: The Husbands of River Song,Drama,2015
371759,0.068741,Doctor Who: The Husbands of River Song,Science Fiction,2015
371759,0.068741,Doctor Who: The Husbands of River Song,Comedy,2015
316761,0.101426,Call Me Lucky,Documentary,2015
341077,0.101155,Tiger House,Thriller,2015
341077,0.101155,Tiger House,Drama,2015
341077,0.101155,Tiger House,Action,2015
341077,0.101155,Tiger House,Crime,2015
321160,0.10091,With This Ring,Comedy,2015
321160,0.10091,With This Ring,Romance,2015
330037,0.099678,Brothers,Family,2015
330037,0.099678,Brothers,Action,2015
330037,0.099678,Brothers,Drama,2015
347944,0.09779,Anguish,Horror,2015
373977,0.031635,Childhood's End,Thriller,2015
373977,0.031635,Childhood's End,TV Movie,2015
373977,0.031635,Childhood's End,Science Fiction,2015
373977,0.031635,Childhood's End,Drama,2015
279972,0.097214,Digging Up the Marrow,Thriller,2015
279972,0.097214,Digging Up the Marrow,Mystery,2015
279972,0.097214,Digging Up the Marrow,Horror,2015
279972,0.097214,Digging Up the Marrow,Fantasy,2015
306952,0.096624,Naomi and Ely's No Kiss List,Comedy,2015
306952,0.096624,Naomi and Ely's No Kiss List,Drama,2015
306952,0.096624,Naomi and Ely's No Kiss List,Romance,2015
339060,0.096299,The Cokeville Miracle,Mystery,2015
339060,0.096299,The Cokeville Miracle,Drama,2015
339060,0.096299,The Cokeville Miracle,History,2015
339060,0.096299,The Cokeville Miracle,Family,2015
339060,0.096299,The Cokeville Miracle,Thriller,2015
362439,0.093462,They Found Hell,Horror,2015
355600,0.093212,Junun,Music,2015
355600,0.093212,Junun,Documentary,2015
346170,0.100069,The Chosen,Horror,2015
346170,0.100069,The Chosen,Thriller,2015
308447,0.090238,The Flintstones & WWE: Stone Age Smackdown,Animation,2015
308447,0.090238,The Flintstones & WWE: Stone Age Smackdown,Comedy,2015
308447,0.090238,The Flintstones & WWE: Stone Age Smackdown,Family,2015
348035,0.090045,Chris Tucker: Live,Comedy,2015
298032,0.088912,VANish,Crime,2015
298032,0.088912,VANish,Thriller,2015
298032,0.088912,VANish,Action,2015
298032,0.088912,VANish,Horror,2015
371833,0.088764,Harry Price: Ghost Hunter,Drama,2015
371833,0.088764,Harry Price: Ghost Hunter,Horror,2015
295886,0.083912,Brotherly Love,Drama,2015
300654,0.283128,Wildlike,Thriller,2015
300654,0.283128,Wildlike,Adventure,2015
300654,0.283128,Wildlike,Drama,2015
365717,0.082569,The Audition,Comedy,2015
321594,0.082444,Louis C.K.: Live at The Comedy Store,Comedy,2015
307931,0.081956,The Wolfpack,Documentary,2015
340247,0.156386,The Challenger,Action,2015
340247,0.156386,The Challenger,Drama,2015
326665,0.08182,Aziz Ansari: Live at Madison Square Garden,Comedy,2015
332706,0.080974,Bleeding Heart,Drama,2015
333377,0.0807539999999999,Requiem for the American Dream,Documentary,2015
275696,0.0794909999999999,3 Nights in the Desert,Drama,2015
326247,0.078363,The House on Pine Street,Drama,2015
326247,0.078363,The House on Pine Street,Horror,2015
333287,0.077836,Slow Learners,Romance,2015
333287,0.077836,Slow Learners,Comedy,2015
318973,0.077252,Welcome to Leith,Thriller,2015
318973,0.077252,Welcome to Leith,Crime,2015
318973,0.077252,Welcome to Leith,Documentary,2015
273899,0.076109,Stonewall,Drama,2015
321039,0.190385,The Phoenix Incident,Horror,2015
321039,0.190385,The Phoenix Incident,Thriller,2015
321039,0.190385,The Phoenix Incident,Science Fiction,2015
345468,0.073883,Contracted: Phase II,Drama,2015
345468,0.073883,Contracted: Phase II,Horror,2015
345468,0.073883,Contracted: Phase II,Thriller,2015
269033,0.070776,Penis Boy,Comedy,2015
269033,0.070776,Penis Boy,Drama,2015
319091,0.062536,The Hunting Ground,Documentary,2015
323435,0.061776,One & Two,Thriller,2015
323435,0.061776,One & Two,Drama,2015
323435,0.061776,One & Two,Fantasy,2015
318225,0.0608,Tig,Documentary,2015
363480,0.059943,Christmas Incorporated,Drama,2015
363480,0.059943,Christmas Incorporated,TV Movie,2015
291290,0.0552419999999999,Submerged,Thriller,2015
291290,0.0552419999999999,Submerged,Drama,2015
352552,0.054828,Hurricane of Fun: The Making of Wet Hot,Documentary,2015
343981,0.052542,Gascoigne,Documentary,2015
366929,0.0522169999999999,One Soldier's Story: The Journey of American Sniper,Romance,2015
366929,0.0522169999999999,One Soldier's Story: The Journey of American Sniper,War,2015
366929,0.0522169999999999,One Soldier's Story: The Journey of American Sniper,Documentary,2015
366929,0.0522169999999999,One Soldier's Story: The Journey of American Sniper,Drama,2015
341051,0.028725,Deep Dark,Horror,2015
319067,0.051262,Best of Enemies,Documentary,2015
319067,0.051262,Best of Enemies,History,2015
332177,0.051107,Vendetta,Action,2015
254800,0.049351,Breaking Through,Music,2015
254800,0.049351,Breaking Through,Drama,2015
291151,0.048863,The Stranger,Drama,2015
291151,0.048863,The Stranger,Thriller,2015
291151,0.048863,The Stranger,Horror,2015
291151,0.048863,The Stranger,Mystery,2015
332479,0.047256,Star Wars: TIE Fighter,Science Fiction,2015
332479,0.047256,Star Wars: TIE Fighter,Action,2015
332479,0.047256,Star Wars: TIE Fighter,Animation,2015
299780,0.046453,Dough,Drama,2015
299780,0.046453,Dough,Comedy,2015
348296,0.03884,The Bad Education Movie,Comedy,2015
357974,0.038804,Student Bodies,Comedy,2015
347258,0.037487,The Subjects,Thriller,2015
347258,0.037487,The Subjects,Science Fiction,2015
312793,0.037147,Walking with the Dead,Science Fiction,2015
312793,0.037147,Walking with the Dead,Comedy,2015
340361,0.036987,Floride,Comedy,2015
306943,0.079539,The Outskirts,Comedy,2015
324325,0.0345339999999999,Twinsters,Family,2015
324325,0.0345339999999999,Twinsters,Documentary,2015
321640,0.033378,The Jinx: The Life and Deaths of Robert Durst,Documentary,2015
309919,0.056244,The Curse of Downers Grove,Thriller,2015
309919,0.056244,The Curse of Downers Grove,Mystery,2015
309919,0.056244,The Curse of Downers Grove,Horror,2015
309919,0.056244,The Curse of Downers Grove,Drama,2015
303867,0.032678,World of Tomorrow,Animation,2015
303867,0.032678,World of Tomorrow,Comedy,2015
303867,0.032678,World of Tomorrow,Science Fiction,2015
325365,0.030819,Dawg Fight,Documentary,2015
330916,0.030113,King Jack,Drama,2015
273599,0.030005,The Suicide Theory,Drama,2015
273599,0.030005,The Suicide Theory,Thriller,2015
333620,0.028082,Stalked By My Neighbor,Thriller,2015
325843,0.026797,The Outfield,Drama,2015
325843,0.026797,The Outfield,Comedy,2015
253303,0.025288,Buzzard,Horror,2015
253303,0.025288,Buzzard,Comedy,2015
253303,0.025288,Buzzard,Drama,2015
356846,0.025252,The Gamechangers,Drama,2015
356846,0.025252,The Gamechangers,TV Movie,2015
331501,0.023026,Residue,Science Fiction,2015
331501,0.023026,Residue,Mystery,2015
331501,0.023026,Residue,Horror,2015
331501,0.023026,Residue,Thriller,2015
329289,0.019804,Always Watching: A Marble Hornets Story,Horror,2015
334682,0.019133,A Ballerina's Tale,Documentary,2015
356335,0.018224,Man vs. Snake,Documentary,2015
339928,0.017625,Once I Was a Beehive,Comedy,2015
339928,0.017625,Once I Was a Beehive,Drama,2015
339928,0.017625,Once I Was a Beehive,Family,2015
367735,0.01705,John Mulaney: The Comeback Kid,Comedy,2015
266764,0.014647,Meet the Patels,Documentary,2015
328346,0.030371,I Hate Christian Laettner,Documentary,2015
333346,0.00392,The Emperor's New Clothes,Documentary,2015
157336,24.949134,Interstellar,Adventure,2014
157336,24.949134,Interstellar,Drama,2014
157336,24.949134,Interstellar,Science Fiction,2014
118340,14.311205,Guardians of the Galaxy,Action,2014
118340,14.311205,Guardians of the Galaxy,Science Fiction,2014
118340,14.311205,Guardians of the Galaxy,Adventure,2014
100402,12.971027,Captain America: The Winter Soldier,Action,2014
100402,12.971027,Captain America: The Winter Soldier,Adventure,2014
100402,12.971027,Captain America: The Winter Soldier,Science Fiction,2014
245891,11.422751,John Wick,Action,2014
245891,11.422751,John Wick,Thriller,2014
131631,10.739009,The Hunger Games: Mockingjay - Part 1,Science Fiction,2014
131631,10.739009,The Hunger Games: Mockingjay - Part 1,Adventure,2014
131631,10.739009,The Hunger Games: Mockingjay - Part 1,Thriller,2014
122917,10.174599,The Hobbit: The Battle of the Five Armies,Adventure,2014
122917,10.174599,The Hobbit: The Battle of the Five Armies,Fantasy,2014
177572,8.691294,Big Hero 6,Adventure,2014
177572,8.691294,Big Hero 6,Family,2014
177572,8.691294,Big Hero 6,Animation,2014
177572,8.691294,Big Hero 6,Action,2014
177572,8.691294,Big Hero 6,Comedy,2014
205596,8.110711,The Imitation Game,History,2014
205596,8.110711,The Imitation Game,Drama,2014
205596,8.110711,The Imitation Game,Thriller,2014
205596,8.110711,The Imitation Game,War,2014
198663,7.137273,The Maze Runner,Action,2014
198663,7.137273,The Maze Runner,Mystery,2014
198663,7.137273,The Maze Runner,Science Fiction,2014
198663,7.137273,The Maze Runner,Thriller,2014
194662,6.90714799999999,Birdman,Drama,2014
194662,6.90714799999999,Birdman,Comedy,2014
210577,6.438727,Gone Girl,Mystery,2014
210577,6.438727,Gone Girl,Thriller,2014
210577,6.438727,Gone Girl,Drama,2014
228150,6.415818,Fury,War,2014
228150,6.415818,Fury,Drama,2014
228150,6.415818,Fury,Action,2014
181533,6.286692,Night at the Museum: Secret of the Tomb,Adventure,2014
181533,6.286692,Night at the Museum: Secret of the Tomb,Comedy,2014
181533,6.286692,Night at the Museum: Secret of the Tomb,Fantasy,2014
181533,6.286692,Night at the Museum: Secret of the Tomb,Family,2014
157350,6.14502,Divergent,Action,2014
157350,6.14502,Divergent,Science Fiction,2014
157350,6.14502,Divergent,Thriller,2014
127585,6.052479,X-Men: Days of Future Past,Action,2014
127585,6.052479,X-Men: Days of Future Past,Adventure,2014
127585,6.052479,X-Men: Days of Future Past,Fantasy,2014
127585,6.052479,X-Men: Days of Future Past,Science Fiction,2014
240832,5.947136,Lucy,Action,2014
240832,5.947136,Lucy,Science Fiction,2014
98566,5.787396,Teenage Mutant Ninja Turtles,Science Fiction,2014
98566,5.787396,Teenage Mutant Ninja Turtles,Action,2014
98566,5.787396,Teenage Mutant Ninja Turtles,Adventure,2014
98566,5.787396,Teenage Mutant Ninja Turtles,Fantasy,2014
98566,5.787396,Teenage Mutant Ninja Turtles,Comedy,2014
225886,5.701683,Sex Tape,Comedy,2014
242582,5.522641,Nightcrawler,Crime,2014
242582,5.522641,Nightcrawler,Drama,2014
242582,5.522641,Nightcrawler,Thriller,2014
91314,4.983782,Transformers: Age of Extinction,Science Fiction,2014
91314,4.983782,Transformers: Age of Extinction,Action,2014
91314,4.983782,Transformers: Age of Extinction,Adventure,2014
120467,4.93082,The Grand Budapest Hotel,Comedy,2014
120467,4.93082,The Grand Budapest Hotel,Drama,2014
244786,4.780419,Whiplash,Drama,2014
244786,4.780419,Whiplash,Music,2014
119450,4.452507,Dawn of the Planet of the Apes,Science Fiction,2014
119450,4.452507,Dawn of the Planet of the Apes,Action,2014
119450,4.452507,Dawn of the Planet of the Apes,Drama,2014
119450,4.452507,Dawn of the Planet of the Apes,Thriller,2014
156022,4.145209,The Equalizer,Thriller,2014
156022,4.145209,The Equalizer,Action,2014
156022,4.145209,The Equalizer,Crime,2014
227159,4.105685,Horrible Bosses 2,Comedy,2014
102382,4.101979,The Amazing Spider-Man 2,Action,2014
102382,4.101979,The Amazing Spider-Man 2,Adventure,2014
102382,4.101979,The Amazing Spider-Man 2,Fantasy,2014
137113,3.990452,Edge of Tomorrow,Action,2014
137113,3.990452,Edge of Tomorrow,Science Fiction,2014
228967,3.989231,The Interview,Action,2014
228967,3.989231,The Interview,Comedy,2014
190859,3.863074,American Sniper,War,2014
190859,3.863074,American Sniper,Action,2014
147441,3.81374,Exodus: Gods and Kings,Adventure,2014
147441,3.81374,Exodus: Gods and Kings,Drama,2014
147441,3.81374,Exodus: Gods and Kings,Action,2014
124905,3.689601,Godzilla,Action,2014
124905,3.689601,Godzilla,Science Fiction,2014
124905,3.689601,Godzilla,Thriller,2014
102651,3.582315,Maleficent,Fantasy,2014
102651,3.582315,Maleficent,Adventure,2014
102651,3.582315,Maleficent,Action,2014
102651,3.582315,Maleficent,Family,2014
102651,3.582315,Maleficent,Romance,2014
254904,3.573028,The November Man,Crime,2014
254904,3.573028,The November Man,Action,2014
254904,3.573028,The November Man,Thriller,2014
242512,3.489314,Ouija,Horror,2014
82702,3.489106,How to Train Your Dragon 2,Fantasy,2014
82702,3.489106,How to Train Your Dragon 2,Action,2014
82702,3.489106,How to Train Your Dragon 2,Adventure,2014
82702,3.489106,How to Train Your Dragon 2,Animation,2014
82702,3.489106,How to Train Your Dragon 2,Comedy,2014
270303,3.393741,It Follows,Thriller,2014
270303,3.393741,It Follows,Horror,2014
138103,3.34625,The Expendables 3,Action,2014
138103,3.34625,The Expendables 3,Adventure,2014
138103,3.34625,The Expendables 3,Thriller,2014
137106,3.327799,The Lego Movie,Adventure,2014
137106,3.327799,The Lego Movie,Fantasy,2014
137106,3.327799,The Lego Movie,Animation,2014
137106,3.327799,The Lego Movie,Comedy,2014
137106,3.327799,The Lego Movie,Action,2014
72784,3.280948,The Loft,Thriller,2014
68737,3.260581,Seventh Son,Adventure,2014
68737,3.260581,Seventh Son,Fantasy,2014
266856,3.170271,The Theory of Everything,Drama,2014
266856,3.170271,The Theory of Everything,Romance,2014
193893,3.14993,Let's Be Cops,Comedy,2014
49017,3.028769,Dracula Untold,Horror,2014
49017,3.028769,Dracula Untold,Action,2014
49017,3.028769,Dracula Untold,Drama,2014
49017,3.028769,Dracula Untold,Fantasy,2014
49017,3.028769,Dracula Untold,War,2014
270946,3.007018,Penguins of Madagascar,Family,2014
270946,3.007018,Penguins of Madagascar,Animation,2014
270946,3.007018,Penguins of Madagascar,Adventure,2014
270946,3.007018,Penguins of Madagascar,Comedy,2014
224141,2.996038,Into the Woods,Fantasy,2014
224141,2.996038,Into the Woods,Comedy,2014
224141,2.996038,Into the Woods,Music,2014
53182,2.979181,300: Rise of an Empire,Action,2014
53182,2.979181,300: Rise of an Empire,War,2014
227156,2.881991,The Giver,Drama,2014
227156,2.881991,The Giver,Science Fiction,2014
187017,2.805019,22 Jump Street,Crime,2014
187017,2.805019,22 Jump Street,Comedy,2014
187017,2.805019,22 Jump Street,Action,2014
169917,2.777996,A Walk Among the Tombstones,Crime,2014
169917,2.777996,A Walk Among the Tombstones,Drama,2014
169917,2.777996,A Walk Among the Tombstones,Mystery,2014
169917,2.777996,A Walk Among the Tombstones,Thriller,2014
116149,2.721864,Paddington,Comedy,2014
284276,2.692691,Cake,Drama,2014
212778,2.67235,Chef,Comedy,2014
238636,2.611251,The Purge: Anarchy,Horror,2014
238636,2.611251,The Purge: Anarchy,Thriller,2014
218043,2.601775,Left Behind,Thriller,2014
218043,2.601775,Left Behind,Action,2014
218043,2.601775,Left Behind,Science Fiction,2014
85350,2.595951,Boyhood,Drama,2014
241239,2.576396,A Most Violent Year,Action,2014
241239,2.576396,A Most Violent Year,Thriller,2014
241239,2.576396,A Most Violent Year,Crime,2014
241239,2.576396,A Most Violent Year,Drama,2014
184315,2.549403,Hercules,Action,2014
184315,2.549403,Hercules,Adventure,2014
86834,2.526779,Noah,Drama,2014
86834,2.526779,Noah,Adventure,2014
205587,2.523101,The Judge,Drama,2014
256092,2.493306,Drive Hard,Action,2014
256092,2.493306,Drive Hard,Comedy,2014
256092,2.493306,Drive Hard,Crime,2014
232672,2.445165,Blended,Comedy,2014
195589,2.376309,Neighbors,Comedy,2014
249164,2.361267,If I Stay,Drama,2014
243683,2.303556,Step Up All In,Romance,2014
243683,2.303556,Step Up All In,Drama,2014
243683,2.303556,Step Up All In,Music,2014
200727,2.295091,"Love, Rosie",Comedy,2014
200727,2.295091,"Love, Rosie",Romance,2014
222935,2.293859,The Fault in Our Stars,Romance,2014
222935,2.293859,The Fault in Our Stars,Drama,2014
244267,2.260131,I Origins,Science Fiction,2014
244267,2.260131,I Origins,Drama,2014
168530,2.165462,Ride Along,Action,2014
168530,2.165462,Ride Along,Comedy,2014
244761,2.161064,The Captive,Thriller,2014
171274,2.160156,Inherent Vice,Comedy,2014
171274,2.160156,Inherent Vice,Romance,2014
171274,2.160156,Inherent Vice,Crime,2014
171274,2.160156,Inherent Vice,Drama,2014
171274,2.160156,Inherent Vice,Mystery,2014
137094,2.141491,Jack Ryan: Shadow Recruit,Action,2014
137094,2.141491,Jack Ryan: Shadow Recruit,Drama,2014
137094,2.141491,Jack Ryan: Shadow Recruit,Thriller,2014
225574,2.136758,Non-Stop,Action,2014
225574,2.136758,Non-Stop,Thriller,2014
225574,2.136758,Non-Stop,Mystery,2014
206487,2.116264,Predestination,Science Fiction,2014
206487,2.116264,Predestination,Thriller,2014
262543,2.103532,AutÃ³mata,Thriller,2014
262543,2.103532,AutÃ³mata,Science Fiction,2014
321068,2.078514,Mythica: A Quest for Heroes,Action,2014
321068,2.078514,Mythica: A Quest for Heroes,Adventure,2014
321068,2.078514,Mythica: A Quest for Heroes,Fantasy,2014
154400,1.957672,The Drop,Drama,2014
154400,1.957672,The Drop,Crime,2014
97020,1.940735,RoboCop,Science Fiction,2014
97020,1.940735,RoboCop,Action,2014
157353,1.904422,Transcendence,Thriller,2014
157353,1.904422,Transcendence,Science Fiction,2014
157353,1.904422,Transcendence,Drama,2014
157353,1.904422,Transcendence,Mystery,2014
193610,1.900038,The Other Woman,Comedy,2014
193610,1.900038,The Other Woman,Romance,2014
82703,1.894706,Mr. Peabody & Sherman,Animation,2014
82703,1.894706,Mr. Peabody & Sherman,Adventure,2014
82703,1.894706,Mr. Peabody & Sherman,Family,2014
286532,1.875208,A Merry Friggin' Christmas,Comedy,2014
189,1.840817,Sin City: A Dame to Kill For,Crime,2014
189,1.840817,Sin City: A Dame to Kill For,Thriller,2014
297270,1.827148,Tinker Bell and the Legend of the NeverBeast,Adventure,2014
297270,1.827148,Tinker Bell and the Legend of the NeverBeast,Animation,2014
297270,1.827148,Tinker Bell and the Legend of the NeverBeast,Family,2014
172385,1.811692,Rio 2,Animation,2014
172385,1.811692,Rio 2,Adventure,2014
172385,1.811692,Rio 2,Comedy,2014
172385,1.811692,Rio 2,Family,2014
100042,1.805954,Dumb and Dumber To,Comedy,2014
204922,1.7894,Before I Go to Sleep,Mystery,2014
204922,1.7894,Before I Go to Sleep,Thriller,2014
152760,1.779861,The Monuments Men,War,2014
152760,1.779861,The Monuments Men,Drama,2014
152760,1.779861,The Monuments Men,History,2014
152760,1.779861,The Monuments Men,Action,2014
227306,1.769987,Unbroken,Drama,2014
227306,1.769987,Unbroken,War,2014
273895,1.754707,Selma,History,2014
273895,1.754707,Selma,Drama,2014
265177,1.737699,Mommy,Drama,2014
255343,1.655717,Escobar: Paradise Lost,Thriller,2014
255343,1.655717,Escobar: Paradise Lost,Romance,2014
175112,1.649733,Tinker Bell and the Pirate Fairy,Animation,2014
175112,1.649733,Tinker Bell and the Pirate Fairy,Family,2014
228970,1.64932099999999,Wild,Drama,2014
76649,1.638781,Pompeii,Action,2014
76649,1.638781,Pompeii,Adventure,2014
76649,1.638781,Pompeii,History,2014
76649,1.638781,Pompeii,Romance,2014
76649,1.638781,Pompeii,Drama,2014
239571,1.63015,The Best of Me,Drama,2014
239571,1.63015,The Best of Me,Romance,2014
196867,1.58801,Annie,Music,2014
196867,1.58801,Annie,Comedy,2014
196867,1.58801,Annie,Drama,2014
196867,1.58801,Annie,Family,2014
207933,1.570083,Stonehearst Asylum,Horror,2014
207933,1.570083,Stonehearst Asylum,Thriller,2014
228326,1.54505499999999,The Book of Life,Romance,2014
228326,1.54505499999999,The Book of Life,Animation,2014
228326,1.54505499999999,The Book of Life,Adventure,2014
228326,1.54505499999999,The Book of Life,Comedy,2014
228326,1.54505499999999,The Book of Life,Family,2014
239563,1.542392,St. Vincent,Comedy,2014
136797,1.541069,Need for Speed,Action,2014
136797,1.541069,Need for Speed,Crime,2014
136797,1.541069,Need for Speed,Drama,2014
136797,1.541069,Need for Speed,Thriller,2014
286554,1.53689,Two Night Stand,Romance,2014
286554,1.53689,Two Night Stand,Comedy,2014
262338,1.466453,Good People,Thriller,2014
262338,1.466453,Good People,Crime,2014
262338,1.466453,Good People,Action,2014
228194,1.44904599999999,The Hundred-Foot Journey,Drama,2014
170687,1.440084,The Boxtrolls,Animation,2014
170687,1.440084,The Boxtrolls,Comedy,2014
170687,1.440084,The Boxtrolls,Family,2014
170687,1.440084,The Boxtrolls,Fantasy,2014
87093,1.398713,Big Eyes,Drama,2014
241254,1.394382,The Prince,Thriller,2014
241254,1.394382,The Prince,Action,2014
246080,1.384508,Black Sea,Adventure,2014
110416,1.37667,Song of the Sea,Family,2014
110416,1.37667,Song of the Sea,Animation,2014
110416,1.37667,Song of the Sea,Fantasy,2014
253980,1.375493,Marvel One-Shot: All Hail the King,Comedy,2014
253980,1.375493,Marvel One-Shot: All Hail the King,Action,2014
253980,1.375493,Marvel One-Shot: All Hail the King,Drama,2014
253980,1.375493,Marvel One-Shot: All Hail the King,Thriller,2014
253980,1.375493,Marvel One-Shot: All Hail the King,Fantasy,2014
242095,1.319416,The Signal,Thriller,2014
242095,1.319416,The Signal,Science Fiction,2014
157825,1.315737,White Bird in a Blizzard,Thriller,2014
157825,1.315737,White Bird in a Blizzard,Drama,2014
216282,1.3155,Into the Storm,Action,2014
216282,1.3155,Into the Storm,Thriller,2014
289720,1.312103,Outcast,Action,2014
192102,1.304588,3 Days to Kill,Action,2014
192102,1.304588,3 Days to Kill,Drama,2014
192102,1.304588,3 Days to Kill,Thriller,2014
192102,1.304588,3 Days to Kill,Crime,2014
218836,1.240895,Planes: Fire & Rescue,Animation,2014
218836,1.240895,Planes: Fire & Rescue,Comedy,2014
218836,1.240895,Planes: Fire & Rescue,Adventure,2014
218836,1.240895,Planes: Fire & Rescue,Family,2014
252178,1.220073,'71,Thriller,2014
252178,1.220073,'71,Action,2014
252178,1.220073,'71,Drama,2014
252178,1.220073,'71,War,2014
144336,1.214094,Sabotage,Action,2014
144336,1.214094,Sabotage,Drama,2014
144336,1.214094,Sabotage,Thriller,2014
144336,1.214094,Sabotage,Crime,2014
188161,1.211609,A Million Ways to Die in the West,Comedy,2014
188161,1.211609,A Million Ways to Die in the West,Western,2014
255157,1.197444,The Forger,Thriller,2014
255157,1.197444,The Forger,Crime,2014
255157,1.197444,The Forger,Drama,2014
171372,1.196549,Frank,Comedy,2014
171372,1.196549,Frank,Drama,2014
171372,1.196549,Frank,Mystery,2014
244506,1.191423,Camp X-Ray,Drama,2014
136835,1.146492,No Good Deed,Thriller,2014
284293,1.142614,Still Alice,Drama,2014
256274,1.140302,"As Above, So Below",Horror,2014
256274,1.140302,"As Above, So Below",Thriller,2014
87492,1.136851,Foxcatcher,Drama,2014
87492,1.136851,Foxcatcher,Thriller,2014
277547,1.111485,Playing It Cool,Comedy,2014
277547,1.111485,Playing It Cool,Romance,2014
226857,1.077877,Endless Love,Drama,2014
226857,1.077877,Endless Love,Romance,2014
157845,1.052381,The Rover,Crime,2014
157845,1.052381,The Rover,Drama,2014
184098,1.041267,Think Like a Man Too,Comedy,2014
184098,1.041267,Think Like a Man Too,Romance,2014
271674,1.039133,Suite FranÃ§aise,Drama,2014
271674,1.039133,Suite FranÃ§aise,Romance,2014
271674,1.039133,Suite FranÃ§aise,War,2014
192149,1.038367,The Two Faces of January,Thriller,2014
187596,1.027357,Walk of Shame,Comedy,2014
181886,1.026924,Enemy,Thriller,2014
181886,1.026924,Enemy,Mystery,2014
250546,1.018115,Annabelle,Horror,2014
328763,1.014673,Echoes,Drama,2014
328763,1.014673,Echoes,Horror,2014
328763,1.014673,Echoes,Thriller,2014
261103,0.999341,Maya the Bee Movie,Family,2014
261103,0.999341,Maya the Bee Movie,Animation,2014
100241,0.989916,"I, Frankenstein",Horror,2014
100241,0.989916,"I, Frankenstein",Thriller,2014
225565,0.988081,That Awkward Moment,Comedy,2014
225565,0.988081,That Awkward Moment,Romance,2014
192132,0.984445,Palo Alto,Drama,2014
200505,0.98174,Draft Day,Drama,2014
254473,0.979655,Brick Mansions,Action,2014
254473,0.979655,Brick Mansions,Crime,2014
254473,0.979655,Brick Mansions,Drama,2014
242224,0.967846,The Babadook,Drama,2014
242224,0.967846,The Babadook,Thriller,2014
242224,0.967846,The Babadook,Horror,2014
226486,0.966048,Tammy,Comedy,2014
286519,0.965197,Boychoir,Drama,2014
164251,0.965064,Serena,Drama,2014
284689,0.956582,Testament of Youth,History,2014
284689,0.956582,Testament of Youth,Drama,2014
284689,0.956582,Testament of Youth,War,2014
250066,0.954807,American Heist,Action,2014
169298,0.944954,Bullet,Action,2014
169298,0.944954,Bullet,Crime,2014
169298,0.944954,Bullet,Thriller,2014
244772,0.929125,The Skeleton Twins,Drama,2014
260339,0.928771,Salting the Battlefield,Mystery,2014
260339,0.928771,Salting the Battlefield,Drama,2014
260339,0.928771,Salting the Battlefield,Action,2014
